distance_km,hour_of_day,day_of_week,month,priority,speed_kmh
1.266,18,0,6,Standard,15.09
14.058,21,4,2,Standard,30.32
5.571,20,3,1,Standard,13.45
9.451,18,1,1,Express,11.17
0.804,14,6,2,Standard,9.49
10.312,17,1,5,Standard,15.39
2.656,17,5,4,Standard,11.29
0.906,3,5,2,Standard,21.6
1.033,20,4,2,Standard,8.25
1.449,13,1,4,Express,8.57
1.851,13,1,6,Standard,8.34
4.985,10,2,3,Standard,10.67
1.393,6,0,2,Standard,27.26
0.797,2,5,6,Standard,8.08
2.419,21,0,2,Standard,9.87
1.107,15,5,2,Standard,23.18
1.711,21,5,4,Standard,11.02
3.106,3,5,3,Standard,28.38
7.447,1,4,2,Standard,33.98
1.935,18,1,6,Standard,10.26
4.032,18,0,2,Standard,12.92
0.993,15,6,2,Standard,13.33
8.751,12,0,6,Standard,17.67
2.816,0,6,5,Standard,11.56
1.852,21,0,3,Standard,11.78
1.037,11,5,6,Standard,10.43
1.576,5,2,1,Standard,15.94
3.209,17,2,2,Standard,11.6
1.441,14,6,4,Standard,12.12
6.561,11,3,6,Standard,13.72
12.099,0,4,3,Standard,21.47
1.327,13,0,5,Standard,6.77
0.714,13,6,4,Standard,12.42
9.37,12,3,5,Standard,22.93
1.478,1,6,3,Standard,12.82
9.858,20,2,6,Express,24.25
1.749,9,4,4,Standard,6.85
2.749,0,3,5,Standard,14.91
0.885,10,5,6,Standard,13.86
4.373,11,4,2,Standard,9.77
0.781,3,5,4,Standard,10.85
5.619,4,5,5,Standard,29.11
1.14,5,2,3,Standard,29.32
1.103,8,3,2,Standard,10.39
1.115,18,3,4,Standard,10.04
1.68,7,2,4,Standard,12.82
1.255,11,4,3,Standard,12.11
4.681,14,6,3,Express,10.87
2.961,17,0,2,Standard,8.4
1.072,20,6,3,Standard,15.19
3.342,9,3,2,Standard,9.28
0.905,14,5,4,Standard,9.0
0.538,13,0,6,Express,5.78
3.599,13,2,4,Standard,9.25
2.273,8,3,1,Standard,5.43
2.554,15,2,1,Standard,7.77
1.284,11,5,3,Standard,13.47
2.382,13,6,3,Standard,7.48
2.783,6,4,5,Standard,14.77
1.4,22,4,4,Express,13.44
1.715,20,6,1,Standard,11.02
3.264,0,1,1,Express,30.35
10.805,0,3,3,Standard,30.7
21.431,14,1,5,Standard,21.22
5.498,11,1,4,Standard,17.2
2.764,7,1,1,Standard,12.63
3.807,16,0,6,Standard,13.66
1.157,3,5,1,Express,19.01
8.348,17,1,1,Standard,12.43
0.45,11,1,6,Express,17.86
1.663,20,6,5,Express,12.68
2.213,22,5,1,Standard,11.86
2.383,11,5,2,Standard,19.1
2.028,7,3,5,Standard,9.36
1.212,22,1,2,Express,10.23
2.581,23,4,6,Express,14.25
11.184,14,5,1,Standard,22.4
1.226,12,0,5,Express,13.26
2.188,5,4,2,Standard,25.74
2.444,0,6,5,Standard,8.91
8.312,12,6,2,Express,25.68
3.562,18,1,4,Standard,18.22
7.763,15,5,4,Standard,9.46
1.242,20,6,3,Standard,6.91
1.482,17,1,3,Standard,12.27
2.193,11,4,1,Standard,26.14
2.1,16,2,1,Standard,15.34
5.6,22,0,2,Standard,16.62
2.58,22,2,5,Standard,12.54
1.26,18,3,5,Standard,20.63
1.637,15,4,2,Standard,8.25
2.88,10,2,5,Standard,7.78
1.041,12,2,4,Standard,10.18
0.997,18,0,5,Express,10.04
5.334,6,4,2,Standard,33.57
1.501,14,6,6,Standard,11.55
1.141,19,1,6,Standard,32.33
5.244,3,6,6,Standard,18.8
3.186,10,3,6,Standard,10.45
1.716,12,4,4,Standard,7.7
1.24,21,5,1,Standard,11.6
1.965,6,4,5,Standard,15.41
0.793,17,5,4,Express,7.84
2.658,18,4,4,Standard,11.92
11.302,22,6,2,Standard,31.08
0.562,1,6,2,Standard,7.08
3.325,0,1,5,Express,27.12
0.942,14,0,3,Standard,12.43
2.747,21,6,5,Standard,14.39
1.35,12,4,6,Standard,8.65
1.56,19,6,5,Standard,16.05
1.623,7,2,6,Standard,20.36
2.833,2,6,4,Standard,17.05
1.272,21,4,4,Express,14.75
5.979,4,6,5,Standard,20.8
5.102,21,3,2,Standard,14.9
5.015,11,0,5,Standard,13.32
1.718,0,5,2,Standard,10.48
2.817,9,0,1,Standard,7.33
1.856,20,3,5,Standard,12.01
0.541,6,2,6,Standard,16.24
5.307,11,4,6,Standard,11.87
2.772,22,0,2,Express,11.8
5.801,23,0,5,Standard,27.81
1.345,12,5,2,Standard,11.5
3.086,14,5,6,Express,17.62
6.557,20,4,6,Standard,32.38
1.294,10,3,3,Standard,11.53
2.481,23,3,6,Standard,14.86
2.149,19,0,1,Standard,17.08
0.722,12,3,3,Express,15.85
1.514,9,5,4,Standard,5.71
1.292,9,0,2,Standard,24.1
2.398,21,3,2,Express,9.2
3.368,11,3,6,Standard,8.75
3.213,1,4,2,Express,16.27
18.718,11,1,5,Express,30.61
3.422,14,3,6,Standard,5.71
8.511,14,0,2,Standard,18.02
1.447,21,3,1,Standard,22.74
0.36,12,0,4,Express,12.03
10.222,21,1,4,Standard,14.35
0.686,12,4,6,Standard,8.37
1.481,22,0,4,Standard,14.14
4.922,6,5,5,Standard,13.31
2.372,17,2,1,Standard,5.56
1.502,23,4,6,Standard,15.59
0.971,21,6,6,Standard,38.43
6.362,11,3,6,Standard,11.6
1.318,12,4,2,Standard,9.05
20.967,17,6,1,Standard,22.27
4.071,11,1,3,Standard,9.92
0.717,18,2,2,Standard,8.12
4.562,4,6,4,Standard,23.13
8.34,0,2,3,Standard,22.69
0.996,18,1,5,Standard,13.84
1.042,7,0,1,Express,12.69
7.114,4,1,3,Standard,24.48
1.248,19,3,5,Express,6.86
0.815,12,1,2,Standard,14.6
12.193,17,4,4,Standard,13.73
1.601,16,6,5,Standard,10.84
8.141,5,6,2,Standard,14.25
6.951,14,0,5,Standard,24.18
0.806,8,5,3,Standard,10.95
0.625,10,2,3,Standard,6.92
5.639,7,3,2,Express,15.56
1.054,16,2,1,Standard,10.99
2.131,19,1,1,Standard,20.9
1.119,8,2,3,Standard,7.39
0.705,9,4,5,Standard,10.94
0.631,9,3,6,Standard,6.74
2.001,17,1,1,Express,11.22
1.881,14,3,5,Standard,4.94
2.501,16,5,5,Standard,11.83
1.634,18,2,3,Express,9.14
0.977,18,5,5,Standard,5.61
2.135,1,6,5,Standard,6.93
6.003,0,4,1,Standard,26.19
4.829,13,3,4,Standard,6.67
1.337,18,2,3,Standard,8.57
1.197,8,2,3,Express,7.73
1.402,21,5,1,Standard,7.23
0.697,19,4,4,Express,13.68
4.273,21,3,6,Standard,7.31
1.568,9,5,5,Standard,12.57
2.576,1,5,3,Standard,12.15
3.396,14,3,3,Standard,9.71
1.573,17,2,4,Express,16.92
3.792,23,4,1,Standard,14.12
10.74,23,5,3,Standard,42.77
7.312,3,0,3,Standard,27.8
2.446,16,1,6,Express,8.44
4.327,9,1,2,Standard,15.23
2.168,21,1,1,Standard,13.77
3.601,12,0,4,Standard,15.31
2.619,9,6,5,Standard,27.98
2.162,9,2,1,Express,13.2
4.78,20,1,5,Express,19.62
2.099,23,2,4,Express,17.05
2.1,15,5,3,Standard,16.02
1.799,7,4,1,Standard,19.16
1.403,6,1,2,Standard,16.13
0.743,13,4,1,Standard,4.24
6.266,11,6,4,Standard,21.5
2.137,13,1,1,Standard,8.33
1.093,23,5,1,Standard,10.02
0.359,2,4,1,Express,18.37
2.487,15,0,4,Standard,14.24
1.176,11,3,5,Standard,10.8
2.928,19,1,5,Standard,11.07
2.241,8,4,6,Standard,10.15
3.587,2,4,5,Standard,8.55
1.144,7,0,3,Standard,27.46
2.002,23,2,3,Express,14.27
1.442,19,1,6,Standard,17.84
2.774,18,1,5,Express,11.04
0.789,21,2,2,Standard,3.4
1.466,9,2,6,Standard,4.61
2.311,12,0,2,Standard,21.61
1.841,19,6,2,Standard,14.66
5.804,18,6,5,Express,31.52
0.98,15,5,2,Standard,10.78
1.127,11,5,5,Standard,3.3
0.645,8,6,5,Standard,9.22
3.975,23,6,2,Standard,17.56
2.181,14,5,1,Standard,22.76
0.757,18,6,6,Express,3.64
7.855,8,5,5,Express,39.31
2.117,9,6,4,Standard,21.77
1.332,1,3,1,Standard,14.1
0.934,9,0,3,Standard,10.82
5.174,10,5,3,Standard,17.03
1.28,21,1,3,Standard,12.22
29.29,8,2,1,Standard,32.61
8.532,14,3,1,Express,14.71
0.619,17,2,3,Standard,5.91
1.942,9,0,5,Express,6.8
1.228,12,3,1,Standard,6.16
0.535,11,5,3,Standard,12.93
3.854,12,1,3,Standard,10.7
2.921,15,4,1,Standard,18.68
1.108,9,4,1,Standard,9.54
0.99,8,2,5,Standard,7.6
6.259,7,3,6,Express,19.94
1.075,15,4,1,Standard,6.96
0.544,12,5,3,Standard,4.25
1.356,22,3,4,Express,15.18
1.171,19,3,1,Standard,9.94
1.771,7,1,5,Standard,4.74
21.558,15,0,2,Standard,29.58
1.826,12,3,1,Express,12.39
20.769,21,4,4,Standard,31.8
1.936,20,6,4,Standard,14.89
0.961,16,2,3,Standard,7.1
0.983,1,6,2,Standard,8.37
0.584,19,6,5,Standard,7.99
1.281,18,4,6,Express,11.86
2.073,11,5,1,Standard,27.44
3.046,1,4,6,Express,23.54
2.559,11,2,3,Standard,6.03
0.743,7,5,6,Standard,8.01
5.878,6,2,4,Express,45.27
1.262,2,5,1,Standard,39.86
7.103,11,6,5,Standard,26.39
2.317,22,0,4,Express,12.99
3.376,1,4,3,Standard,25.01
6.494,22,2,6,Standard,16.73
20.636,15,3,2,Standard,19.06
1.361,16,5,4,Standard,15.21
1.782,23,1,5,Standard,14.82
0.968,9,2,6,Standard,3.41
4.696,23,0,1,Standard,22.16
2.01,16,4,6,Standard,9.43
2.637,14,4,4,Standard,8.02
1.383,11,2,6,Express,11.79
8.747,19,2,6,Standard,15.73
1.133,17,4,3,Standard,9.51
0.724,8,3,6,Standard,21.02
1.207,15,6,3,Express,11.76
1.097,19,0,5,Standard,7.85
1.084,10,5,3,Standard,17.12
2.898,8,0,3,Standard,7.52
0.698,8,1,1,Standard,9.27
1.184,18,0,5,Express,13.5
0.892,8,4,4,Standard,22.15
3.527,12,6,2,Express,12.76
0.73,20,4,1,Standard,1.81
1.342,10,2,6,Standard,13.88
2.379,17,3,6,Standard,5.85
14.103,19,5,2,Standard,21.55
3.856,4,6,6,Standard,21.52
1.264,20,2,6,Standard,11.69
10.27,11,0,2,Standard,16.83
2.12,10,0,5,Standard,9.39
2.361,21,5,4,Standard,26.23
1.953,13,3,3,Standard,10.67
1.597,22,2,3,Standard,12.31
1.133,10,1,2,Standard,10.88
0.999,9,3,3,Standard,11.57
4.297,5,1,3,Standard,25.07
1.081,18,0,4,Standard,12.28
8.069,2,3,4,Standard,22.54
13.297,13,1,1,Standard,21.82
0.849,0,5,5,Standard,16.8
2.227,14,1,3,Express,8.96
21.271,15,2,3,Standard,15.49
1.122,8,5,4,Express,17.55
0.71,6,2,2,Express,9.63
2.356,18,5,4,Standard,6.03
2.558,11,2,6,Standard,5.3
1.143,14,4,1,Standard,7.84
9.185,11,3,1,Standard,14.07
2.59,7,2,2,Standard,17.86
4.958,20,2,3,Standard,15.95
2.732,20,6,6,Standard,23.47
1.423,11,5,3,Standard,9.35
13.615,20,2,4,Standard,20.79
1.069,18,5,4,Standard,8.59
1.594,12,3,2,Standard,7.04
1.719,22,4,2,Standard,9.45
2.527,17,5,4,Standard,10.26
1.933,10,1,3,Standard,7.5
0.739,18,3,2,Standard,7.09
1.011,15,4,6,Standard,11.27
1.244,20,3,5,Standard,6.68
3.018,9,2,2,Standard,8.58
1.013,13,3,6,Express,22.84
5.263,11,4,5,Standard,19.9
2.544,15,3,3,Standard,11.4
3.094,10,1,4,Standard,7.6
4.372,10,3,1,Standard,15.78
7.503,17,1,4,Standard,15.9
1.289,6,3,6,Express,18.93
0.426,18,6,1,Standard,7.26
9.861,18,6,6,Standard,21.89
8.361,15,4,5,Standard,12.58
0.982,18,4,3,Express,20.23
7.104,10,5,6,Standard,18.79
1.365,21,5,3,Standard,5.54
2.881,21,0,1,Standard,17.46
1.959,18,1,6,Standard,9.16
1.611,8,2,1,Standard,11.62
1.202,9,4,2,Standard,4.52
2.609,16,3,1,Standard,13.79
0.813,17,5,4,Standard,5.21
3.91,23,6,5,Standard,34.0
1.276,18,1,6,Standard,4.93
0.912,7,0,5,Standard,11.64
1.167,12,4,1,Standard,7.24
1.133,7,1,2,Express,14.87
4.17,20,6,1,Standard,16.64
6.103,23,2,5,Standard,13.82
3.103,19,5,1,Standard,15.39
0.966,7,1,4,Standard,9.28
2.053,15,4,6,Express,18.52
4.491,2,6,1,Standard,18.42
5.904,0,1,3,Standard,30.54
2.774,22,2,1,Standard,12.5
3.488,12,4,4,Standard,11.11
14.634,21,3,4,Express,34.23
6.926,23,3,2,Standard,27.58
8.96,2,0,1,Standard,19.02
10.089,13,6,5,Standard,18.47
20.972,7,6,3,Express,60.65
1.128,17,5,2,Standard,13.81
1.544,12,6,4,Standard,10.83
0.596,15,1,6,Standard,6.46
0.834,19,5,6,Express,5.22
1.749,20,4,1,Express,7.27
5.658,3,6,4,Standard,25.75
5.23,13,5,3,Standard,12.39
19.884,17,1,6,Standard,18.15
2.709,20,5,3,Express,27.13
3.116,11,1,5,Express,14.07
0.875,3,2,6,Standard,17.22
1.572,16,0,3,Standard,2.68
1.746,20,3,3,Standard,24.94
1.246,10,0,4,Standard,5.45
5.392,8,5,4,Standard,20.39
1.624,10,5,6,Express,20.57
8.208,5,5,5,Standard,21.58
2.841,22,5,1,Express,31.1
4.433,18,5,5,Standard,17.77
19.625,5,0,1,Standard,23.29
1.677,21,6,6,Express,11.16
0.936,7,3,4,Standard,16.61
4.12,16,4,6,Standard,10.47
2.717,13,2,5,Standard,13.2
4.708,20,0,3,Standard,18.13
2.308,23,2,1,Standard,16.62
8.901,7,5,3,Express,30.02
5.477,8,4,1,Standard,19.54
1.258,1,1,3,Standard,26.17
9.168,20,2,6,Standard,17.31
0.933,15,1,4,Standard,12.26
5.216,14,1,3,Standard,11.32
1.136,11,4,1,Standard,13.02
3.862,8,4,4,Standard,7.66
2.046,14,2,3,Standard,9.8
1.858,16,2,4,Standard,6.02
2.275,12,3,4,Standard,12.94
2.8,21,6,6,Standard,15.0
0.681,8,5,2,Standard,19.15
3.661,0,6,2,Standard,12.13
2.569,13,2,4,Express,8.33
0.997,18,3,3,Standard,9.2
2.14,14,5,6,Express,11.55
19.696,17,0,3,Standard,22.08
1.039,20,5,5,Standard,4.64
1.739,9,1,6,Standard,5.81
8.638,23,3,3,Standard,13.09
6.721,9,6,5,Standard,25.6
0.604,5,2,6,Standard,28.59
4.703,15,5,6,Standard,9.01
0.903,23,3,2,Standard,11.1
4.01,0,4,1,Standard,11.16
1.796,11,3,6,Standard,4.69
4.896,14,6,3,Standard,15.21
14.929,15,1,4,Standard,17.63
3.631,9,1,2,Standard,17.2
5.09,18,6,5,Standard,12.09
2.223,9,3,6,Standard,15.07
2.178,20,1,3,Express,17.42
2.929,10,3,4,Standard,7.49
1.971,5,2,6,Standard,16.62
0.89,11,3,6,Express,17.75
2.658,2,6,1,Express,20.23
1.017,19,1,3,Express,8.7
0.661,9,0,4,Standard,1.88
5.424,22,4,2,Express,20.6
10.282,21,3,4,Express,38.16
8.614,3,3,4,Standard,30.43
2.287,12,4,1,Standard,9.18
1.177,16,2,5,Standard,6.54
1.801,20,5,5,Express,11.36
0.649,11,0,4,Standard,5.96
1.813,20,2,5,Standard,17.27
0.846,20,3,5,Standard,20.72
0.798,8,4,4,Standard,13.12
1.721,23,3,6,Standard,12.67
3.281,21,3,6,Standard,15.88
5.427,23,3,4,Standard,10.93
8.131,22,1,2,Standard,19.21
6.626,17,3,3,Standard,8.97
1.428,10,0,5,Express,9.95
1.64,8,5,1,Standard,15.49
0.747,2,6,6,Standard,7.94
2.516,0,5,3,Standard,12.76
7.944,15,1,2,Standard,28.98
1.235,15,3,6,Express,8.44
1.781,10,5,6,Standard,8.69
1.338,21,3,6,Standard,10.77
4.737,17,6,5,Standard,13.13
3.829,17,3,3,Standard,7.5
2.47,14,6,5,Standard,12.63
21.238,9,5,3,Standard,42.45
7.313,21,3,5,Express,18.28
1.551,10,3,1,Express,11.58
3.76,14,0,4,Standard,9.32
2.341,12,6,5,Standard,12.69
3.298,16,0,5,Standard,10.42
4.815,0,0,4,Standard,24.11
2.409,13,6,1,Standard,16.97
11.568,11,0,1,Standard,23.68
4.177,21,3,2,Standard,11.56
3.205,3,6,3,Express,16.03
1.061,20,1,4,Standard,9.98
10.927,23,0,6,Express,32.43
0.863,17,5,6,Standard,4.61
1.492,19,4,5,Standard,6.37
3.694,12,4,4,Express,18.11
15.471,20,2,3,Express,47.56
0.682,7,0,5,Standard,7.04
2.502,23,5,4,Standard,13.21
1.11,8,4,2,Standard,10.54
1.83,9,3,6,Standard,6.8
1.756,11,2,6,Standard,10.55
4.19,20,2,6,Standard,13.12
12.04,0,1,2,Standard,40.21
1.647,18,5,2,Standard,7.22
0.857,11,6,4,Standard,8.21
1.604,22,4,3,Express,14.23
2.723,16,5,2,Standard,12.6
5.275,7,2,5,Standard,17.8
1.261,21,2,3,Standard,9.08
1.973,18,0,4,Standard,8.14
3.852,11,6,5,Standard,12.5
0.708,14,3,5,Standard,16.33
0.649,21,6,1,Standard,8.5
1.388,11,2,1,Express,14.15
1.023,22,5,5,Express,11.78
1.523,13,4,6,Standard,5.94
1.084,14,0,6,Express,16.63
2.604,6,3,2,Standard,14.63
4.362,23,4,3,Standard,9.1
1.424,1,6,5,Standard,10.52
1.967,15,4,1,Standard,7.79
2.808,21,5,2,Standard,21.1
2.137,21,4,6,Standard,12.02
1.829,21,2,2,Standard,13.27
1.406,17,0,1,Standard,12.59
2.461,1,5,1,Standard,24.89
0.903,11,3,3,Express,8.91
0.958,15,1,3,Standard,30.81
11.231,3,4,5,Standard,45.53
4.582,13,6,4,Standard,27.18
1.76,11,6,2,Standard,16.67
2.529,17,3,4,Standard,12.61
0.368,7,3,2,Standard,2.92
1.446,21,3,1,Standard,8.67
4.809,15,2,4,Standard,12.62
2.257,15,3,4,Standard,11.17
4.234,16,4,4,Standard,16.13
1.744,1,2,2,Standard,14.78
4.854,14,3,5,Standard,8.38
2.734,1,3,3,Standard,29.83
4.026,14,0,1,Standard,15.84
7.966,3,5,4,Standard,21.6
9.602,18,4,1,Standard,27.22
0.79,17,2,4,Standard,6.85
20.905,19,0,3,Standard,32.11
8.977,12,5,6,Standard,20.9
9.422,8,5,2,Standard,27.42
13.665,12,1,4,Standard,25.33
5.172,14,2,6,Standard,6.55
2.421,14,0,3,Standard,10.83
2.496,22,4,1,Standard,14.9
0.643,21,1,5,Standard,11.69
3.222,20,1,3,Standard,14.89
1.181,12,2,6,Standard,7.59
2.271,10,4,5,Standard,8.13
1.039,18,4,4,Express,6.65
5.545,18,0,2,Express,15.48
0.713,15,0,2,Standard,18.87
1.9,11,5,3,Standard,17.45
3.152,9,3,2,Standard,10.17
2.184,16,3,6,Standard,6.28
3.036,4,6,2,Standard,16.56
3.387,13,1,1,Standard,5.44
9.647,13,2,1,Standard,24.18
1.996,8,0,4,Express,10.79
1.27,4,5,1,Standard,13.69
1.01,14,0,2,Standard,6.48
2.462,18,5,6,Standard,8.6
3.861,14,0,5,Standard,15.45
2.476,1,5,2,Standard,14.22
4.268,19,0,4,Standard,18.38
2.657,22,6,5,Standard,7.95
0.682,13,1,5,Standard,10.36
1.445,20,5,1,Express,4.73
1.269,17,2,6,Standard,3.15
0.919,21,5,2,Standard,5.51
4.435,11,1,4,Standard,6.39
2.483,19,1,4,Standard,10.0
1.6,8,4,5,Standard,6.07
9.375,9,6,3,Express,28.21
2.928,0,6,1,Standard,14.95
4.38,20,1,3,Express,19.63
1.081,19,4,6,Standard,9.6
1.079,16,3,3,Standard,5.43
1.406,8,1,1,Standard,15.82
1.631,16,5,3,Standard,9.74
1.015,17,2,2,Standard,7.38
1.768,14,1,3,Standard,6.48
3.504,18,4,1,Standard,8.95
1.173,8,1,1,Standard,16.89
5.446,7,0,3,Standard,15.15
0.833,17,6,4,Standard,15.79
2.007,1,3,1,Standard,15.18
8.22,23,0,2,Express,20.6
1.99,15,3,1,Express,7.4
9.412,16,6,4,Standard,16.69
21.947,20,1,2,Standard,35.35
0.841,14,2,4,Standard,4.53
1.007,1,6,4,Standard,21.07
3.35,13,6,6,Standard,10.42
1.041,20,4,2,Standard,10.47
1.564,15,0,5,Standard,8.07
5.406,13,1,6,Standard,11.3
0.366,15,3,4,Standard,6.22
0.735,22,4,5,Standard,3.43
0.691,7,2,2,Standard,3.78
2.758,22,3,5,Express,10.7
1.794,16,1,1,Standard,13.05
5.704,9,5,5,Standard,27.9
1.92,13,0,3,Standard,12.02
1.089,18,2,2,Standard,12.65
1.823,14,4,3,Standard,10.44
1.661,22,5,5,Express,7.38
0.963,21,5,4,Standard,5.14
0.978,0,2,4,Standard,22.01
1.599,11,3,3,Standard,12.94
9.344,12,6,4,Standard,16.42
1.532,20,1,1,Standard,9.18
0.891,19,1,5,Express,3.75
6.027,13,1,5,Express,8.99
0.935,10,4,1,Express,12.86
0.965,12,1,5,Standard,4.08
0.898,23,2,1,Standard,15.04
2.917,4,5,3,Standard,18.46
9.268,15,4,2,Standard,12.29
2.86,21,3,2,Standard,13.03
3.42,14,6,1,Standard,18.54
20.225,18,0,5,Standard,22.56
2.275,7,2,4,Express,11.94
11.375,20,3,4,Standard,14.19
1.674,16,5,5,Standard,12.23
3.124,20,2,3,Standard,13.88
1.566,16,1,5,Standard,11.55
1.023,17,0,2,Standard,12.4
14.299,19,0,5,Standard,26.58
3.205,7,2,4,Standard,15.16
13.973,17,3,2,Standard,15.74
1.621,20,0,3,Standard,7.9
1.538,3,5,6,Standard,16.0
4.605,12,5,5,Standard,19.57
2.137,17,6,1,Standard,11.48
12.949,11,1,6,Standard,24.8
3.064,21,4,2,Standard,13.81
1.818,10,6,3,Standard,15.51
1.764,23,2,3,Standard,12.7
7.322,6,5,5,Standard,23.35
2.363,11,5,3,Standard,17.91
4.414,16,4,4,Standard,6.81
2.531,10,6,1,Standard,16.13
2.47,18,3,3,Standard,11.66
1.788,16,1,3,Express,10.8
0.312,17,5,1,Express,9.13
15.588,19,4,5,Standard,21.15
9.493,6,3,6,Standard,24.66
1.279,13,4,5,Express,8.19
5.307,8,4,1,Standard,22.61
6.622,13,0,2,Express,28.51
3.247,22,2,5,Standard,38.58
12.375,15,0,6,Standard,14.76
1.623,16,1,5,Standard,20.71
21.137,15,2,1,Standard,18.4
1.794,18,0,5,Express,10.97
10.223,0,2,4,Express,44.7
4.877,15,5,2,Standard,17.95
0.7,9,3,6,Standard,5.85
0.95,15,5,4,Express,42.2
0.322,9,1,4,Express,6.7
8.024,13,5,4,Express,31.42
3.366,21,0,6,Standard,13.45
0.995,17,4,5,Standard,10.36
1.187,20,6,5,Standard,10.74
4.873,7,2,3,Standard,14.1
1.099,7,3,6,Standard,18.06
1.94,18,2,3,Standard,7.72
1.366,15,1,4,Standard,11.85
1.821,15,3,5,Standard,8.76
1.25,16,2,3,Standard,14.61
3.133,19,1,4,Standard,9.95
1.331,8,0,5,Standard,13.06
1.5,21,1,1,Standard,12.19
1.891,0,6,2,Express,15.68
1.085,15,2,6,Standard,6.89
0.888,19,4,2,Standard,12.58
6.226,23,2,6,Standard,16.14
1.22,22,3,3,Express,19.19
1.781,22,2,2,Standard,19.61
3.409,0,5,3,Express,21.23
0.927,21,3,2,Standard,10.84
1.367,20,0,5,Standard,13.78
2.267,13,3,5,Standard,8.69
2.187,9,3,1,Standard,16.26
6.149,22,5,1,Standard,18.34
1.724,18,6,5,Standard,9.96
3.073,23,5,6,Standard,15.85
1.473,0,4,4,Standard,8.94
0.711,9,1,1,Standard,14.98
4.199,16,1,3,Standard,11.12
2.059,21,1,3,Standard,14.89
2.587,15,3,4,Standard,7.72
4.821,9,2,2,Standard,8.83
1.7,18,4,3,Standard,6.79
1.759,11,5,4,Express,11.55
4.858,18,1,4,Standard,14.9
3.231,22,1,6,Express,33.49
1.462,2,5,2,Standard,18.34
1.577,21,2,1,Standard,6.09
0.982,14,0,2,Standard,4.8
1.027,8,2,2,Standard,9.02
1.231,23,3,3,Standard,13.77
2.244,16,1,3,Standard,10.51
4.533,22,0,2,Express,28.74
0.786,12,0,2,Standard,10.17
2.689,17,2,3,Standard,14.65
2.229,12,3,5,Standard,11.36
5.602,18,4,3,Standard,27.47
6.478,16,5,6,Express,17.67
4.437,2,6,5,Standard,17.59
0.916,17,5,3,Express,18.88
5.204,7,2,2,Standard,22.93
2.418,23,5,3,Standard,13.86
2.19,13,5,2,Standard,12.45
13.12,18,6,5,Standard,19.12
1.535,12,6,2,Standard,13.68
0.838,20,4,5,Standard,5.41
1.757,8,0,6,Standard,9.57
7.541,12,6,2,Standard,17.95
5.394,21,3,4,Standard,13.36
0.768,9,0,4,Standard,4.41
2.479,7,3,4,Standard,11.43
4.738,17,3,2,Standard,11.48
1.015,18,2,5,Standard,4.65
1.821,13,6,1,Standard,10.49
12.54,15,5,2,Standard,23.49
2.437,14,2,5,Standard,11.18
2.696,2,4,4,Standard,20.18
1.513,20,2,2,Express,19.52
0.731,15,5,2,Standard,10.41
3.582,22,0,1,Standard,12.73
2.965,6,0,4,Standard,15.43
2.657,16,3,1,Standard,12.12
1.182,14,1,2,Standard,11.02
4.094,15,5,6,Standard,9.58
1.502,20,3,6,Standard,20.56
1.764,9,1,3,Standard,14.17
3.83,23,4,2,Standard,12.71
10.906,0,2,4,Standard,23.12
2.115,23,2,5,Standard,14.5
4.347,0,5,1,Standard,11.08
3.197,18,0,2,Standard,11.59
2.834,9,2,6,Express,14.44
2.233,10,3,4,Standard,12.13
2.552,19,1,5,Standard,12.99
2.339,17,0,1,Standard,15.09
1.02,7,2,5,Standard,13.7
1.042,9,4,5,Express,11.04
1.207,12,4,5,Standard,4.89
4.276,17,0,5,Express,20.06
2.748,10,1,5,Standard,8.08
4.288,23,1,4,Standard,16.62
3.135,20,3,5,Standard,13.75
3.081,14,3,3,Standard,6.46
1.16,15,6,6,Standard,13.83
3.842,22,2,5,Standard,14.14
3.785,7,3,5,Standard,10.96
2.14,10,0,4,Standard,10.07
2.468,15,1,5,Standard,8.72
1.705,15,4,6,Standard,4.37
3.923,21,5,2,Express,20.79
0.926,19,0,5,Standard,18.22
2.126,21,5,1,Express,15.37
0.956,11,0,2,Standard,12.07
2.47,21,1,2,Standard,15.57
3.04,8,0,6,Standard,15.18
0.456,18,0,2,Standard,17.84
6.436,23,0,2,Standard,25.89
6.358,14,4,3,Standard,21.88
3.437,18,5,2,Express,14.74
2.475,9,2,6,Express,7.47
1.719,15,6,2,Express,8.49
0.827,10,5,4,Standard,7.17
1.071,19,0,3,Standard,9.23
0.618,6,1,4,Standard,7.17
1.146,10,0,3,Standard,9.11
1.759,20,1,5,Standard,14.63
6.978,19,5,6,Express,21.03
3.302,1,4,3,Standard,11.9
2.088,7,4,3,Express,17.52
3.358,19,4,1,Express,21.09
1.982,7,6,2,Standard,11.58
3.041,22,5,4,Standard,13.87
1.299,21,4,3,Express,13.43
2.698,17,0,2,Standard,10.19
0.825,17,0,5,Express,18.73
1.255,15,5,2,Standard,9.09
1.532,12,2,2,Standard,13.72
1.212,15,0,2,Standard,7.23
4.586,18,3,6,Standard,9.82
0.642,21,2,6,Standard,7.29
5.93,22,3,4,Standard,17.79
4.356,9,2,3,Standard,9.96
8.073,4,6,1,Standard,40.82
4.582,1,3,5,Express,23.75
1.34,12,3,2,Express,5.52
2.035,21,4,5,Express,11.77
9.897,11,4,4,Standard,14.95
0.367,21,5,1,Standard,3.52
1.784,5,1,3,Standard,19.23
